date,training_load,totalDistanceMeters,floorsAscendedInMeters,sleepingSeconds,bodyBatteryMostRecentValue,averageStressLevel,restingHeartRate,maxHeartRate,intensityMinutes,activeKilocalories,totalSteps,floorsAscended,5K_prediction,10K_prediction,HalfMarathon_prediction,Marathon_prediction,sleep_score,CTL,ATL,TSB
2024-07-14,329.51580810546875,18933.0,310.896,28302.0,5.0,45.0,50.0,177.0,0.0,1859.0,22787.0,102.0,0:19,0:41,1:36,3:44,83.0,87.8,116.7,-28.9
2024-07-15,0.0,1202.0,4.722,25740.0,38.0,22.0,52.0,105.0,0.0,185.0,5281.0,1.54921,0:19,0:41,1:36,3:44,78.0,85.7,101.2,-15.5
2024-07-16,179.55581665039062,11250.0,101.261,24321.0,22.0,30.0,48.0,171.0,0.0,827.0,13294.0,33.22211,0:19,0:41,1:36,3:44,87.0,87.9,111.6,-23.7
2024-07-17,6.5673675537109375,1375.0,6.266,22080.0,24.0,25.0,50.0,115.0,0.0,377.0,6025.0,2.05577,0:19,0:41,1:36,3:45,77.0,86.0,97.6,-11.6
2024-07-18,0.0,28731.0,6.096,24336.0,17.0,34.0,55.0,158.0,0.0,764.0,4895.0,2.0,0:19,0:41,1:36,3:45,71.0,84.0,84.6,-0.6
2024-07-19,213.38262939453125,12784.0,42.896,23534.0,7.0,31.0,49.0,168.0,0.0,1082.0,19990.0,14.07349,0:19,0:41,1:36,3:45,69.0,87.0,101.8,-14.7
2024-07-20,26.540786743164062,1725.0,20.423,31380.0,8.0,42.0,55.0,149.0,0.0,784.0,7580.0,6.70046,0:19,0:41,1:36,3:45,61.0,85.6,91.8,-6.1
2024-07-21,237.33795166015625,22365.0,544.614,31049.0,11.0,33.0,49.0,177.0,0.0,1865.0,27243.0,178.67913,0:19,0:41,1:36,3:45,84.0,89.2,111.1,-21.9
2024-07-22,0.0,1148.0,20.209,24041.0,41.0,20.0,49.0,103.0,0.0,148.0,5044.0,6.63025,0:19,0:41,1:37,3:45,81.0,87.1,96.3,-9.3
2024-07-23,211.1403350830078,12692.0,80.138,27461.0,22.0,31.0,48.0,175.0,0.0,1098.0,17379.0,26.29199,0:19,0:41,1:36,3:45,84.0,90.0,111.6,-21.6
2024-07-24,6.19677734375,1688.0,25.001,26400.0,59.0,20.0,48.0,118.0,0.0,509.0,7417.0,8.20243,0:19,0:41,1:37,3:46,84.0,88.0,97.6,-9.6
2024-07-25,192.8631591796875,12319.0,89.255,26677.0,33.0,27.0,46.0,170.0,0.0,1053.0,17236.0,29.28314,0:19,0:41,1:37,3:45,87.0,90.5,110.3,-19.8
2024-07-26,9.490158081054688,2070.0,27.432,21660.0,23.0,23.0,46.0,117.0,0.0,490.0,9097.0,9.0,0:19,0:41,1:37,3:46,79.0,88.6,96.9,-8.3
2024-07-27,90.65452575683594,10260.0,78.361,22920.0,5.0,52.0,52.0,156.0,0.0,1136.0,15891.0,25.70899,0:19,0:41,1:37,3:46,39.0,88.7,96.0,-7.4
2024-07-28,275.1715393066406,19180.0,348.406,29359.0,5.0,43.0,50.0,175.0,0.0,1556.0,19301.0,114.30643,0:19,0:41,1:36,3:45,84.0,93.0,119.9,-26.8
2024-07-29,11.3697509765625,1953.0,30.48,24540.0,41.0,21.0,50.0,125.0,0.0,586.0,8584.0,10.0,0:19,0:41,1:36,3:45,65.0,91.1,105.4,-14.3
2024-07-30,0.0,1207.0,27.434,24300.0,42.0,17.0,50.0,96.0,0.0,129.0,5265.0,9.00066,0:19,0:41,1:36,3:45,88.0,89.0,91.4,-2.4
2024-07-31,195.3507080078125,13721.0,55.731,20940.0,16.0,30.0,49.0,166.0,0.0,1067.0,17754.0,18.28445,0:19,0:41,1:36,3:45,78.0,91.5,105.2,-13.8
2024-08-01,0.0,30446.0,2.032,27120.0,20.0,32.0,49.0,161.0,0.0,784.0,5012.0,0.66667,0:19,0:41,1:36,3:45,81.0,89.3,91.2,-1.9
2024-08-02,211.68983459472656,14698.0,53.589000000000006,25800.0,27.0,34.0,53.0,164.0,0.0,896.0,13584.0,17.58169,0:19,0:41,1:36,3:44,59.0,92.2,107.3,-15.1
2024-08-03,16.7979736328125,11727.0,5.382,31680.0,30.0,24.0,50.0,129.0,0.0,649.0,15052.0,1.76575,0:19,0:41,1:36,3:44,65.0,90.4,95.2,-4.8
2024-08-04,262.28936767578125,21461.0,22.407,25800.0,26.0,29.0,51.0,171.0,0.0,1196.0,20812.0,7.35138,0:19,0:41,1:36,3:44,73.0,94.5,117.5,-23.0
2024-08-05,157.96170043945312,15764.0,12.758,34320.0,22.0,31.0,47.0,168.0,0.0,807.0,16716.0,4.1857,0:19,0:41,1:36,3:44,81.0,96.0,122.9,-26.9
2024-08-06,43.871978759765625,8983.0,5.016,25680.0,23.0,29.0,52.0,147.0,0.0,655.0,10530.0,1.64567,0:19,0:41,1:36,3:44,66.0,94.7,112.3,-17.6
2024-08-07,0.0,5477.0,2.318,33735.0,73.0,22.0,49.0,99.0,0.0,209.0,6998.0,0.7605,0:19,0:41,1:36,3:44,76.0,92.5,97.4,-4.9
2024-08-08,5.4002838134765625,4526.0,6.713,18060.0,29.0,29.0,47.0,117.0,0.0,350.0,5770.0,2.20243,0:19,0:41,1:36,3:44,74.0,90.5,85.1,5.3
2024-08-09,244.2601623535156,25233.0,296.296,21125.0,5.0,55.0,51.0,171.0,0.0,1630.0,25847.0,97.20997,0:19,0:41,1:36,3:43,73.0,94.1,106.3,-12.2
2024-08-10,3.73321533203125,14609.0,199.699,25080.0,31.0,32.0,52.0,114.0,0.0,495.0,19553.0,65.51804,0:19,0:41,1:36,3:43,29.0,92.0,92.7,-0.7
2024-08-11,146.0811004638672,20672.0,580.06,29640.0,12.0,39.0,49.0,161.0,0.0,1278.0,23110.0,190.3084,0:19,0:41,1:36,3:43,77.0,93.2,99.8,-6.5
2024-08-12,9.05609130859375,14556.0,238.369,25096.0,5.0,39.0,54.0,124.0,0.0,695.0,18038.0,78.20505,0:19,0:41,1:36,3:43,47.0,91.2,87.7,3.5
2024-08-13,44.35568237304688,9889.0,740.922,30324.0,8.0,44.0,54.0,141.0,0.0,904.0,15495.0,243.08465,0:19,0:41,1:36,3:43,44.0,90.1,81.9,8.2
2024-08-14,161.30484008789062,16221.0,76.199,25140.0,15.0,33.0,54.0,166.0,0.0,1040.0,16484.0,24.99967,0:19,0:41,1:36,3:43,88.0,91.8,92.5,-0.7
2024-08-15,0.0,7732.0,16.547,25080.0,29.0,25.0,52.0,98.0,0.0,182.0,9880.0,5.42881,0:19,0:41,1:36,3:43,83.0,89.7,80.2,9.5
2024-08-16,0.0,9907.0,46.056,23520.0,20.0,31.0,56.0,105.0,0.0,258.0,12638.0,15.11024,0:19,0:41,1:36,3:44,48.0,87.5,69.5,18.0
2024-08-17,14.081466674804688,5730.0,11.249,24461.0,21.0,26.0,51.0,125.0,0.0,543.0,7315.0,3.69062,0:19,0:41,1:36,3:44,78.0,85.8,62.1,23.7
2024-08-18,0.0,4498.0,36.74,22380.0,34.0,23.0,49.0,104.0,0.0,106.0,5727.0,12.05381,0:19,0:42,1:37,3:45,80.0,83.8,53.9,29.9
2024-08-19,0.0,5585.0,9.976,28080.0,32.0,23.0,45.0,98.0,0.0,153.0,7136.0,3.27297,0:19,0:42,1:37,3:45,91.0,81.8,46.7,35.1
2024-08-20,56.23396301269531,8147.0,2.262,28849.0,21.0,29.0,44.0,143.0,0.0,579.0,8530.0,0.74213,0:19,0:42,1:37,3:46,92.0,81.2,48.0,33.3
2024-08-21,3.47686767578125,3630.0,0.0,28674.0,28.0,28.0,48.0,109.0,0.0,308.0,4639.0,0.0,0:19,0:42,1:37,3:46,58.0,79.4,42.0,37.4
2024-08-22,251.9044189453125,17877.0,121.92,23160.0,8.0,36.0,49.0,183.0,0.0,1235.0,17916.0,40.0,0:19,0:42,1:37,3:45,67.0,83.5,70.0,13.5
2024-08-23,72.35195922851562,8910.0,0.0,30000.0,24.0,27.0,49.0,148.0,0.0,645.0,8942.0,0.0,0:19,0:42,1:37,3:46,67.0,83.2,70.3,12.9
2024-08-24,241.40269470214844,21723.0,300.198,21780.0,32.0,32.0,48.0,169.0,0.0,1448.0,21004.0,98.49016,0:19,0:42,1:36,3:44,77.0,86.9,93.1,-6.2
2024-08-25,3.3904571533203125,3288.0,3.048,30263.0,27.0,24.0,47.0,110.0,0.0,250.0,4201.0,1.0,0:19,0:42,1:37,3:45,83.0,85.0,81.1,3.8
2024-08-26,173.59226989746094,15170.0,241.336,25680.0,21.0,32.0,47.0,176.0,0.0,1022.0,15434.0,79.17848,0:19,0:41,1:36,3:44,72.0,87.0,93.4,-6.4
2024-08-27,5.235443115234375,4385.0,24.384,26520.0,41.0,22.0,48.0,121.0,0.0,281.0,5603.0,8.0,0:19,0:41,1:36,3:44,83.0,85.1,81.7,3.4
2024-08-28,4.8167572021484375,4096.0,10.249,24337.0,35.0,26.0,47.0,116.0,0.0,277.0,5234.0,3.36253,0:19,0:42,1:37,3:45,81.0,83.2,71.5,11.8
2024-08-29,0.0,2428.0,2.185,26640.0,27.0,26.0,45.0,103.0,0.0,94.0,3073.0,0.71686,0:19,0:42,1:37,3:45,92.0,81.3,62.0,19.3
2024-08-30,296.323974609375,16466.0,61.183,20400.0,5.0,41.0,49.0,176.0,0.0,959.0,15451.0,20.07316,0:19,0:41,1:36,3:43,72.0,86.3,93.2,-6.8
2024-08-31,10.774703979492188,5667.0,14.181,29160.0,8.0,38.0,48.0,123.0,0.0,507.0,7227.0,4.65256,0:19,0:41,1:36,3:43,70.0,84.5,82.2,2.4
2024-09-01,260.6690673828125,22637.0,329.801,31452.0,11.0,37.0,49.0,178.0,0.0,1677.0,23082.0,108.20243,0:19,0:41,1:36,3:43,88.0,88.7,105.9,-17.3
2024-09-02,0.0,4914.0,33.527,23907.0,20.0,31.0,50.0,111.0,0.0,213.0,6274.0,10.99967,0:19,0:41,1:36,3:43,60.0,86.6,91.8,-5.2
2024-09-03,16.415328979492188,6208.0,21.336,27900.0,43.0,23.0,49.0,129.0,0.0,453.0,7933.0,7.0,0:19,0:41,1:36,3:43,81.0,85.0,81.8,3.2
2024-09-04,172.1620635986328,15744.0,59.416,23580.0,28.0,29.0,48.0,161.0,0.0,895.0,14971.0,19.49344,0:19,0:41,1:36,3:42,75.0,87.0,93.8,-6.8
2024-09-05,267.9045104980469,14259.0,56.362,25140.0,26.0,29.0,47.0,168.0,0.0,781.0,12835.0,18.49147,0:19,0:41,1:35,3:41,88.0,91.3,117.0,-25.7
2024-09-06,10.40704345703125,7100.0,19.112,22560.0,29.0,28.0,49.0,131.0,0.0,493.0,9035.0,6.27034,0:19,0:41,1:35,3:42,80.0,89.4,102.8,-13.5
2024-09-07,394.72747802734375,25384.0,448.056,31111.0,9.0,31.0,48.0,180.0,0.0,1879.0,25771.0,147.0,0:19,0:41,1:35,3:40,81.0,96.5,141.7,-45.1
2024-09-08,50.4974365234375,6958.0,12.192,31380.0,8.0,42.0,53.0,149.0,0.0,503.0,6887.0,4.0,0:19,0:41,1:35,3:40,81.0,95.5,129.5,-34.1
2024-09-09,245.48501586914065,14257.0,105.741,27420.0,27.0,22.0,49.0,180.0,0.0,770.0,13144.0,34.69193,0:19,0:41,1:34,3:40,87.0,99.0,145.0,-46.0
2024-09-10,6.632827758789063,4649.0,16.292,15780.0,10.0,38.0,53.0,119.0,0.0,304.0,5940.0,5.34514,0:19,0:41,1:35,3:40,44.0,96.8,126.6,-29.7
2024-09-11,251.3947906494141,16224.0,55.808,22260.0,10.0,34.0,48.0,171.0,0.0,873.0,14718.0,18.30971,0:19,0:41,1:34,3:40,85.0,100.5,143.2,-42.7
2024-09-12,0.0,3389.0,6.096,25380.0,27.0,27.0,53.0,105.0,0.0,168.0,4331.0,2.0,0:19,0:41,1:34,3:40,73.0,98.1,124.1,-26.0
2024-09-13,130.55044555664062,12692.0,95.554,22860.0,9.0,35.0,50.0,163.0,0.0,660.0,12955.0,31.34974,0:19,0:41,1:34,3:39,69.0,98.9,125.0,-26.1
2024-09-14,12.232208251953123,5074.0,7.895,30880.0,18.0,35.0,52.0,138.0,0.0,454.0,6319.0,2.59022,0:19,0:41,1:34,3:39,79.0,96.8,110.0,-13.1
2024-09-15,367.3740539550781,23229.0,370.467,28380.0,10.0,35.0,47.0,192.0,0.0,1539.0,22271.0,121.54429,0:19,0:41,1:34,3:37,96.0,103.2,144.2,-41.0
2024-09-16,18.67083740234375,4213.0,17.192,25993.0,27.0,25.0,50.0,145.0,0.0,391.0,5355.0,5.64042,0:19,0:41,1:34,3:37,79.0,101.2,127.5,-26.3
2024-09-17,0.0,4369.0,15.239,22600.0,35.0,22.0,49.0,129.0,0.0,144.0,5473.0,4.99967,0:19,0:41,1:34,3:37,77.0,98.8,110.5,-11.7
2024-09-18,3.683380126953125,6118.0,2.167,22554.0,30.0,22.0,48.0,125.0,0.0,284.0,7817.0,0.71096,0:19,0:41,1:34,3:37,77.0,96.6,96.3,0.3
2024-09-19,56.759368896484375,5953.0,11.207,21960.0,5.0,45.0,48.0,153.0,0.0,521.0,5677.0,3.67684,0:19,0:41,1:34,3:37,80.0,95.6,91.0,4.6
2024-09-20,173.3517303466797,14872.0,87.23,22560.0,5.0,38.0,51.0,165.0,0.0,832.0,14451.0,28.61877,0:19,0:41,1:34,3:37,73.0,97.5,102.0,-4.5
2024-09-21,392.9918823242188,21378.0,716.526,34620.0,5.0,41.0,53.0,188.0,0.0,1749.0,21735.0,235.08071,0:19,0:41,1:33,3:36,69.0,104.4,140.7,-36.3
2024-09-22,0.0,5376.0,15.724,30748.0,19.0,36.0,54.0,112.0,0.0,303.0,6870.0,5.15879,0:19,0:41,1:34,3:37,69.0,102.0,122.0,-20.0
2024-09-23,0.0,3843.0,15.24,27600.0,41.0,22.0,49.0,103.0,0.0,138.0,4855.0,5.0,0:19,0:41,1:33,3:36,92.0,99.6,105.8,-6.2
2024-09-24,133.1288604736328,11174.0,110.238,21972.0,16.0,38.0,50.0,164.0,0.0,600.0,10695.0,36.16732,0:19,0:41,1:34,3:37,80.0,100.4,109.4,-9.1
2024-09-25,15.54364013671875,5094.0,18.378,22538.0,17.0,32.0,53.0,134.0,0.0,412.0,6375.0,6.02953,0:19,0:41,1:33,3:36,72.0,98.4,96.9,1.4
2024-09-26,171.95042419433594,11858.0,58.467,24152.0,26.0,29.0,47.0,168.0,0.0,603.0,11832.0,19.18209,0:19,0:41,1:33,3:36,82.0,100.1,106.9,-6.8
2024-09-27,0.0,4418.0,4.129,27940.0,36.0,20.0,48.0,107.0,0.0,156.0,5632.0,1.35466,0:19,0:41,1:33,3:36,91.0,97.7,92.7,5.1
2024-09-28,9.455230712890623,4412.0,19.86,31740.0,27.0,35.0,54.0,124.0,0.0,392.0,5572.0,6.51575,0:19,0:41,1:33,3:36,72.0,95.7,81.6,14.1
2024-09-29,483.10400390625,20723.0,687.348,24660.0,8.0,37.0,48.0,194.0,0.0,1666.0,20611.0,225.50787,0:19,0:41,1:33,3:36,92.0,104.8,135.0,-30.3
2024-09-30,0.0,3382.0,8.205,25345.0,27.0,27.0,53.0,103.0,0.0,125.0,4322.0,2.69193,0:19,0:41,1:33,3:36,74.0,102.3,117.1,-14.8
2024-10-01,137.62379455566406,14888.0,44.501,22440.0,10.0,36.0,52.0,161.0,0.0,752.0,15631.0,14.60007,0:19,0:41,1:33,3:36,52.0,103.1,119.8,-16.7
2024-10-02,0.0,2378.0,19.851,32820.0,51.0,18.0,48.0,102.0,0.0,82.0,2996.0,6.5128,0:19,0:41,1:33,3:36,88.0,100.7,103.9,-3.1
2024-10-03,3.639328002929688,4607.0,15.301,24960.0,40.0,23.0,47.0,117.0,0.0,245.0,5870.0,5.02001,0:19,0:41,1:33,3:37,81.0,98.4,90.5,7.9
2024-10-04,12.71246337890625,4932.0,8.373000000000001,22341.0,15.0,33.0,46.0,123.0,0.0,410.0,6302.0,2.74705,0:19,0:41,1:33,3:36,85.0,96.4,80.2,16.3
2024-10-05,11.003875732421877,4947.0,12.192,28320.0,6.0,42.0,53.0,123.0,0.0,344.0,6321.0,4.0,0:19,0:41,1:34,3:37,34.0,94.4,71.0,23.5
2024-10-06,313.07423400878906,22002.0,260.228,34590.0,17.0,34.0,51.0,175.0,0.0,1740.0,21696.0,85.37664,0:19,0:41,1:34,3:37,83.0,99.5,103.2,-3.6
2024-10-07,0.0,5363.0,0.0,24180.0,11.0,38.0,50.0,110.0,0.0,297.0,6853.0,0.0,0:19,0:41,1:34,3:37,81.0,97.2,89.4,7.8
2024-10-08,142.54664611816406,12752.0,106.68,22740.0,6.0,39.0,49.0,172.0,0.0,757.0,12646.0,35.0,0:19,0:41,1:34,3:37,71.0,98.3,96.5,1.8
2024-10-09,10.195999145507812,4076.0,5.15,24300.0,29.0,26.0,53.0,138.0,0.0,322.0,5075.0,1.68963,0:19,0:41,1:34,3:37,75.0,96.2,85.0,11.2
2024-10-10,198.982162475586,16703.0,124.968,24900.0,5.0,44.0,51.0,168.0,0.0,952.0,15957.0,41.0,0:19,0:41,1:33,3:36,78.0,98.6,100.2,-1.6
2024-10-11,0.0,11782.0,9.144,22320.0,23.0,25.0,53.0,104.0,0.0,349.0,15032.0,3.0,0:19,0:41,1:34,3:37,61.0,96.3,86.9,9.4
2024-10-12,319.13116455078125,26945.0,192.991,32949.0,5.0,37.0,54.0,184.0,0.0,1847.0,25562.0,63.31726,0:19,0:41,1:33,3:35,74.0,101.5,117.8,-16.2
2024-10-13,62.913482666015625,24457.0,97.536,28200.0,22.0,34.0,55.0,153.0,0.0,1054.0,13771.0,32.0,0:19,0:41,1:33,3:35,47.0,100.6,110.5,-9.8
2024-10-14,199.87759399414065,18858.0,58.038,30780.0,18.0,33.0,52.0,165.0,0.0,1053.0,18124.0,19.04134,0:19,0:41,1:33,3:35,80.0,103.0,122.4,-19.4
2024-10-15,29.115524291992188,12779.0,20.709,27900.0,40.0,32.0,55.0,149.0,0.0,795.0,16309.0,6.79429,0:19,0:41,1:33,3:35,44.0,101.2,110.0,-8.7
2024-10-16,156.54696655273438,25777.0,33.528,21060.0,11.0,41.0,53.0,171.0,0.0,1351.0,28626.0,11.0,0:19,0:41,1:33,3:35,82.0,102.5,116.2,-13.6
2024-10-17,0.0,1947.0,0.0,21720.0,34.0,30.0,54.0,106.0,0.0,139.0,2473.0,0.0,0:19,0:41,1:33,3:35,79.0,100.1,100.7,-0.6
2024-10-18,187.327865600586,16144.0,64.008,3720.0,5.0,39.0,57.0,175.0,0.0,895.0,16304.0,21.0,0:19,0:41,1:33,3:35,0.0,102.2,112.2,-10.1
2024-10-19,11.51275634765625,6135.0,7.776,36758.0,27.0,30.0,52.0,122.0,0.0,509.0,7827.0,2.55118,0:19,0:41,1:33,3:35,41.0,100.0,98.8,1.2
2024-10-20,318.7310791015625,24004.0,589.751,32444.0,8.0,34.0,49.0,175.0,0.0,1835.0,24764.0,193.48786,0:19,0:41,1:33,3:35,81.0,105.2,128.1,-22.9
2024-10-21,131.38235473632812,11463.0,100.998,27540.0,24.0,28.0,53.0,160.0,0.0,650.0,10879.0,33.13583,0:19,0:41,1:33,3:35,81.0,105.8,128.5,-22.7
2024-10-22,7.7451324462890625,5231.0,3.374,22531.0,17.0,28.0,52.0,115.0,0.0,324.0,6684.0,1.10696,0:19,0:41,1:33,3:35,40.0,103.5,112.5,-9.0
2024-10-23,0.0,6096.0,20.292,21442.0,14.0,30.0,52.0,105.0,0.0,212.0,7789.0,6.65748,0:19,0:41,1:33,3:35,73.0,101.1,97.5,3.6
2024-10-24,191.31936645507807,17557.0,88.391,27000.0,5.0,47.0,54.0,170.0,0.0,1054.0,17458.0,28.99967,0:19,0:40,1:33,3:34,81.0,103.2,110.0,-6.8
2024-10-25,190.93836975097656,16591.0,85.579,28020.0,13.0,35.0,54.0,173.0,0.0,945.0,16669.0,28.0771,0:19,0:40,1:32,3:34,48.0,105.2,120.8,-15.5
2024-10-26,10.513504028320312,17406.0,30.564,28560.0,24.0,29.0,52.0,124.0,0.0,661.0,22241.0,10.02756,0:19,0:40,1:32,3:34,85.0,103.0,106.1,-3.1
2024-10-27,289.99884033203125,27901.0,468.382,28860.0,19.0,27.0,46.0,171.0,0.0,1714.0,27945.0,153.66864,0:19,0:40,1:32,3:31,91.0,107.4,130.6,-23.1
2024-10-28,0.0,2404.0,2.43,26040.0,39.0,26.0,50.0,103.0,0.0,114.0,3072.0,0.79724,0:19,0:40,1:32,3:32,79.0,104.9,113.2,-8.3
2024-10-29,120.2180633544922,12057.0,70.104,24703.0,25.0,34.0,49.0,160.0,0.0,663.0,11946.0,23.0,0:19,0:40,1:32,3:32,79.0,105.2,114.1,-8.9
2024-10-30,12.452499389648438,4392.0,2.3,23207.0,35.0,22.0,47.0,126.0,0.0,339.0,5497.0,0.75459,0:19,0:40,1:32,3:32,85.0,103.1,100.6,2.5
2024-10-31,162.6399383544922,12929.0,59.0,25980.0,17.0,28.0,50.0,171.0,0.0,744.0,12602.0,19.35696,0:19,0:40,1:32,3:32,81.0,104.5,108.8,-4.4
2024-11-01,0.0,5583.0,27.641,29760.0,36.0,27.0,52.0,114.0,0.0,197.0,7134.0,9.06857,0:19,0:40,1:32,3:32,82.0,102.0,94.4,7.7
2024-11-02,366.21588134765625,23326.0,983.139,24392.0,7.0,39.0,49.0,175.0,0.0,1777.0,26991.0,322.55217,0:19,0:40,1:32,3:32,75.0,108.2,130.5,-22.3
2024-11-03,0.0,22483.0,347.472,29460.0,8.0,41.0,54.0,138.0,0.0,608.0,10266.0,114.0,0:19,0:40,1:32,3:32,34.0,105.7,113.2,-7.5
2024-11-04,119.8938446044922,12361.0,74.986,26640.0,34.0,24.0,49.0,157.0,0.0,637.0,12276.0,24.60171,0:19,0:40,1:32,3:32,83.0,106.0,114.1,-8.0
2024-11-05,9.8837890625,5032.0,8.297,23460.0,34.0,20.0,47.0,124.0,0.0,334.0,6430.0,2.72211,0:19,0:40,1:32,3:32,85.0,103.8,100.2,3.6
2024-11-06,223.3582000732422,17470.0,70.926,24240.0,14.0,35.0,47.0,168.0,0.0,917.0,17172.0,23.26969,0:19,0:40,1:32,3:31,87.0,106.6,116.6,-10.0
2024-11-07,0.0,4496.0,2.261,25320.0,34.0,25.0,53.0,108.0,0.0,142.0,5738.0,0.7418,0:19,0:40,1:32,3:31,72.0,104.1,101.1,3.0
2024-11-08,5.467575073242188,5479.0,15.24,21040.0,33.0,19.0,47.0,123.0,0.0,334.0,6893.0,5.0,0:19,0:40,1:32,3:32,71.0,101.7,88.3,13.4
2024-11-09,152.19419860839844,19285.0,122.776,26280.0,11.0,38.0,48.0,165.0,0.0,984.0,19498.0,40.28084,0:19,0:40,1:32,3:31,84.0,102.9,96.8,6.1
2024-11-10,303.1434326171875,28105.0,738.844,28831.0,5.0,41.0,48.0,174.0,0.0,1963.0,29018.0,242.40289,0:19,0:40,1:32,3:28,91.0,107.6,124.3,-16.7
2024-11-11,0.0,2553.0,0.0,27215.0,47.0,20.0,52.0,97.0,0.0,73.0,3248.0,0.0,0:19,0:40,1:32,3:28,75.0,105.1,107.8,-2.7
2024-11-12,11.983551025390623,4508.0,11.427,22069.0,32.0,20.0,50.0,132.0,0.0,318.0,5696.0,3.74902,0:19,0:40,1:31,3:28,74.0,102.9,95.0,7.9
